TargetName,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12
CENPVL3,59.77,56.97,63.99,72.37,88.4,105.5,98.33,82.45,74.5,214.2,101.43,106.15
HLA-DOA,48.56,55.39,57.09,78.76,89.71,111.83,106.84,76.46,131.46,200.53,118.1,108.98
USH1G,62.26,55.39,63.67,62.61,127.03,143.47,133.32,116.93,144.61,173.18,147.28,145.78
CHEK1,294.8,232.62,283.86,297.54,273.71,264.79,287.44,269.85,179.67,180.02,215.37,256.18
PTPN21,51.68,50.64,53.64,59.24,121.79,126.59,134.26,146.92,118.32,150.39,154.23,134.46
C22orf39,280.79,302.25,289.82,282.73,208.88,215.21,204.23,221.87,179.67,200.53,223.7,206.64
RXYLT1,166.86,148.75,166.55,170.31,153.22,149.8,126.7,166.41,131.46,291.67,163.96,169.84
NHLRC1,83.12,72.79,82.81,61.26,132.92,169.85,143.72,136.42,131.46,195.97,159.79,135.87
SYNGR4,65.06,53.8,59.59,71.02,134.23,125.54,138.99,122.93,144.61,189.13,138.95,117.47
ZCCHC14,102.11,120.27,102.25,114.78,212.81,189.89,180.59,184.4,153.37,216.48,188.97,175.5
DOK4,52.61,49.06,51.44,68.33,123.76,130.81,138.99,134.92,148.99,152.67,145.89,130.21
ASGR1,65.68,64.88,58.34,59.24,100.84,114.99,106.84,118.43,162.14,195.97,109.77,104.74
LRP11,100.24,80.7,67.12,83.81,141.44,152.97,142.77,142.42,166.52,216.48,132,140.12
BHLHA15,61.95,55.39,66.49,78.43,129.65,152.97,162.63,148.42,140.23,159.51,137.56,152.86
COQ10A,71.29,99.69,102.88,93.91,149.95,127.65,143.72,172.4,148.99,216.48,175.07,171.26
ARID5A,62.26,56.97,64.3,60.92,133.58,143.47,116.3,125.93,157.76,182.3,115.32,125.97
SMAD5,226.94,234.2,195.09,198.59,142.09,110.77,165.47,128.93,122.7,127.61,140.34,151.44
GAS8,117.05,145.58,123.58,116.12,192.51,205.72,200.45,191.89,210.34,191.41,208.42,240.61
ZSCAN22,45.45,44.31,57.4,57.56,91.67,121.32,97.39,131.93,87.64,191.41,102.82,92
GPSM1,267.72,302.25,271.94,296.53,201.68,206.77,186.27,218.88,241.02,173.18,250.1,232.12
CNTNAP1,58.52,47.47,53.64,62.94,123.1,132.92,118.19,118.43,92.02,191.41,123.66,111.81
C22orf23,50.43,53.8,46.11,54.53,102.15,122.38,122.92,121.43,140.23,168.62,134.78,130.21
PLCE1,47.63,63.3,58.34,53.52,86.43,97.06,103.06,110.94,87.64,207.36,97.26,96.24
TINCR,34.24,66.46,36.7,37.7,103.46,122.38,103.06,92.95,100.79,177.74,113.94,107.57
GGTLC2,66.62,63.3,68.38,70.01,116.55,144.53,153.17,112.44,175.29,173.18,132,138.7
SELENBP1,76.89,90.2,74.96,76.41,127.03,121.32,152.23,152.91,166.52,207.36,151.45,142.95
ELP6,275.19,261.1,263.47,252.78,182.69,226.82,188.16,209.88,135.85,180.02,226.48,198.15
ADIPOR1,200.17,174.07,204.82,191.52,111.97,106.55,98.33,116.93,148.99,182.3,95.87,125.97
ZYG11A,51.99,44.31,60.85,49.48,89.05,98.11,105.9,100.44,153.37,184.58,95.87,86.34
WWC1,30.2,115.52,33.25,36.69,105.42,88.62,96.44,100.44,122.7,175.46,105.6,100.49
PGM2,115.8,94.95,100.68,102.66,186.62,156.13,165.47,145.42,227.87,200.53,159.79,161.35
PSENEN,290.44,278.51,311.77,283.07,324.78,320.71,301.62,260.85,324.28,189.13,348.75,325.53
ZNF431,70.98,44.31,59.28,99.97,121.79,129.76,120.08,118.43,118.32,207.36,133.39,104.74
HINT3,90.28,61.72,92.53,90.54,166.97,147.69,147.5,140.92,184.05,164.07,194.52,130.21
ARHGEF35,116.43,134.51,131.74,133.29,202.99,178.29,186.27,205.38,223.49,195.97,213.98,244.85
ITGA5,236.59,259.52,252.49,252.44,147.33,187.78,156.01,202.39,157.76,227.87,177.85,167.01
TP53I13,77.51,82.29,88.45,76.41,166.32,136.09,134.26,143.92,179.67,177.74,138.95,188.24
DNTTIP1,103.35,118.68,114.8,121.85,163.7,163.52,163.58,173.9,258.55,150.39,119.49,131.63
QTRT1,193.94,193.06,207.95,219.79,305.14,232.09,324.31,224.87,249.78,195.97,236.21,249.1
ATOH1,54.79,49.06,56.46,44.09,129,137.14,121.03,113.94,157.76,154.95,125.05,108.98
CEP250,282.35,330.73,278.53,262.54,211.5,219.43,201.4,230.87,280.46,221.03,205.64,200.98
LCA5L,71.91,118.68,76.22,74.72,150.6,168.79,168.3,140.92,148.99,184.58,172.29,174.09
POLE3,258.69,162.99,276.33,282.73,203.64,208.88,198.56,194.89,153.37,202.81,175.07,226.46
CHN2,211.68,178.82,251.55,241,221.32,216.27,222.2,233.87,122.7,268.89,259.83,273.16
CHST11,51.68,56.97,50.18,40.05,89.71,80.18,85.1,71.96,118.32,193.69,87.54,118.89
VARS1,319.7,387.7,371.37,354.09,384.37,404.05,396.17,389.78,341.81,271.17,297.34,345.34
SLC30A4,87.79,94.95,95.04,87.18,134.89,118.16,114.41,134.92,140.23,243.82,126.44,133.04
RTCB,313.17,310.16,317.73,306.63,379.78,355.52,385.77,358.3,297.98,257.49,257.05,332.61
SLC7A7,49.81,53.8,64.93,51.83,119.17,128.7,123.86,128.93,127.08,170.9,138.95,147.2
TCAF1,312.23,354.47,319.62,356.78,250.13,292.22,255.29,281.84,284.84,268.89,222.31,250.52
SOX17,58.84,58.55,57.71,54.86,105.42,126.59,129.54,118.43,157.76,166.35,155.62,118.89
CCBE1,54.79,64.88,53.95,55.2,125.07,132.92,144.66,151.41,144.61,166.35,115.32,120.3
TAGAP,200.17,181.98,156.83,126.56,96.91,120.27,96.44,91.45,153.37,191.41,94.48,87.75
SLX4IP,57.59,53.8,66.49,70.68,113.28,132.92,108.74,151.41,153.37,184.58,122.27,125.97
TAF1B,185.53,164.57,188.19,178.06,172.21,182.51,162.63,149.92,135.85,303.07,154.23,172.67
FGF1,51.36,26.9,47.99,45.44,103.46,112.88,98.33,95.95,109.55,170.9,134.78,113.23
ZFYVE16,234.1,288,258.45,219.46,184.65,165.63,175.87,151.41,197.2,209.64,165.35,167.01
BARD1,117.36,93.36,125.78,114.44,164.36,183.56,157.9,200.89,157.76,239.26,195.91,169.84
IRF3,309.43,275.34,249.98,328.51,214.77,225.76,188.16,209.88,245.4,218.76,232.04,216.55
SMIM38,51.36,55.39,49.56,57.22,105.42,126.59,80.37,103.44,140.23,186.85,111.16,117.47
FBXL7,51.68,68.04,51.44,69,95.6,105.5,94.55,101.94,109.55,207.36,65.3,70.77
ODAD2,59.15,66.46,59.91,54.53,113.28,105.5,121.97,160.41,122.7,186.85,132,93.41
EIF4EBP3,54.17,47.47,53.64,55.87,85.78,84.4,102.12,97.44,127.08,200.53,97.26,90.58
MAP2K6,235.34,291.17,259.39,315.05,236.38,270.07,212.74,287.84,245.4,293.95,208.42,171.26
ANAPC16,283.59,265.85,291.39,282.4,213.47,201.5,182.49,181.4,188.43,246.1,229.26,196.73
GAK,323.44,327.56,348.16,382.7,321.51,325.98,300.68,289.34,276.07,216.48,291.79,274.58
IRAK3,58.84,50.64,60.54,58.57,146.68,141.36,125.75,140.92,118.32,168.62,144.5,114.64
SAMD4A,61.64,66.46,72.45,59.24,107.39,122.38,113.46,116.93,188.43,180.02,108.38,107.57
MLXIPL,38.29,60.13,46.73,45.1,125.72,122.38,110.63,142.42,118.32,164.07,113.94,123.14
NAA16,86.23,123.43,94.41,96.94,131.62,183.56,157.9,184.4,131.46,195.97,147.28,212.3
SRD5A3,261.8,216.79,196.35,189.84,174.18,156.13,154.12,182.9,87.64,154.95,183.41,205.23
RALB,72.53,74.37,77.79,90.54,172.21,167.74,156.96,133.42,170.9,184.58,137.56,144.37
HAGHL,69.73,71.21,65.24,68.33,147.99,133.98,166.41,166.41,144.61,170.9,138.95,134.46
NANOS1,68.17,45.89,79.35,69.67,108.04,109.72,98.33,121.43,100.79,211.92,126.44,127.38
PDE1A,79.69,106.02,120.44,150.46,150.6,210.99,149.39,167.9,205.96,216.48,134.78,142.95
SLC29A3,61.01,41.14,57.4,65.3,105.42,110.77,109.68,136.42,131.46,193.69,98.65,86.34
SLC6A16,55.72,71.21,61.79,57.22,124.41,138.2,100.23,86.95,135.85,191.41,143.11,117.47
FAM83F,59.77,58.55,57.4,63.95,136.2,135.03,135.21,137.92,148.99,180.02,130.61,110.4
FAM236C,46.38,69.63,43.28,48.13,89.05,79.12,88.88,89.95,100.79,202.81,104.21,101.9
GLYATL2,44.83,47.47,46.42,65.63,112.63,122.38,111.57,131.93,109.55,182.3,125.05,120.3
HOXB9,51.99,34.81,47.99,51.16,100.18,128.7,123.86,106.44,109.55,177.74,106.99,120.3
SEC61A2,61.95,88.62,60.54,74.39,136.85,144.53,168.3,163.41,122.7,184.58,134.78,110.4
HYOU1,226,227.87,252.18,235.28,296.62,338.64,298.78,314.82,223.49,205.08,243.15,253.35
ITSN1,217.91,267.43,235.87,209.36,150.6,165.63,160.74,154.41,162.14,241.54,188.97,138.7
NAALADL2,44.52,56.97,49.56,37.02,115.25,111.83,101.17,100.44,153.37,170.9,81.98,103.32
RBPMS,35.49,68.04,36.07,43.08,90.36,105.5,110.63,77.96,96.41,189.13,94.48,108.98
KDM4D,61.33,42.73,74.34,64.29,136.85,139.25,120.08,127.43,153.37,182.3,125.05,117.47
CCDC126,57.59,45.89,67.12,67.65,146.02,123.43,160.74,172.4,109.55,127.61,138.95,113.23
MOGAT2,50.74,53.8,57.71,59.24,112.63,124.48,120.08,97.44,166.52,173.18,111.16,127.38
OR7C2,52.92,47.47,57.71,59.58,116.55,114.99,108.74,116.93,140.23,186.85,106.99,135.87
NOTCH1,90.59,83.87,77.16,71.69,117.86,136.09,117.24,115.43,179.67,214.2,144.5,123.14
MAP3K3,128.57,121.85,127.34,134.64,191.86,206.77,196.67,176.9,131.46,218.76,227.87,223.62
TRIM11,100.24,101.28,114.17,94.24,171.56,179.34,198.56,172.4,179.67,116.21,159.79,213.72
RFX3,60.39,63.3,68.38,65.3,127.69,136.09,116.3,131.93,170.9,186.85,123.66,104.74
ATF2,175.57,147.17,188.51,156.18,218.7,275.34,240.16,226.37,267.31,230.15,258.44,225.04
MAP2K3,87.16,87.03,72.14,74.05,148.64,148.75,142.77,160.41,157.76,195.97,152.84,176.92
FAM181B,192.07,166.16,174.39,268.6,155.84,143.47,183.43,155.91,245.4,180.02,137.56,125.97
ZNF106,261.18,208.88,242.14,209.36,160.43,245.81,162.63,209.88,157.76,157.23,150.06,141.53
CCDC144A,69.11,77.54,81.86,91.55,128.34,143.47,151.28,152.91,175.29,195.97,172.29,123.14
SDC4,90.59,80.7,98.17,79.77,142.09,162.46,134.26,136.42,179.67,184.58,159.79,202.39
GATAD2A,227.87,259.52,243.4,256.82,322.82,362.91,291.22,344.8,284.84,248.38,308.46,302.88
PAK5,49.5,41.14,52.38,55.54,125.72,131.87,135.21,118.43,166.52,134.44,123.66,113.23
APBA3,129.81,156.66,138.01,148.44,208.88,224.71,239.22,211.38,219.11,189.13,250.1,234.95
GSG1L2,62.88,72.79,55.52,58.57,117.21,122.38,127.65,143.92,175.29,175.46,120.88,125.97
CFAP206,41.09,64.88,49.87,46.11,79.89,107.61,96.44,97.44,188.43,141.28,109.77,90.58
CDC14B,61.64,71.21,95.04,71.69,115.25,135.03,124.81,125.93,144.61,218.76,134.78,107.57
DNAAF10,56.97,53.8,57.09,53.18,94.29,101.28,102.12,106.44,109.55,205.08,69.47,108.98
MYO19,218.53,194.64,215.48,206.33,125.72,147.69,116.3,131.93,113.94,177.74,108.38,131.63
RNF2,277.37,250.02,280.09,234.6,178.11,190.95,183.43,188.89,157.76,232.43,170.9,182.58
PDPN,215.11,82.29,113.86,128.91,149.95,173.01,133.32,163.41,122.7,182.3,81.98,86.34
PPP2R3B,179,219.96,172.51,217.1,134.89,132.92,119.14,115.43,135.85,211.92,106.99,121.72
SP4,97.44,94.95,115.43,96.94,144.71,151.91,152.23,148.42,144.61,252.94,123.66,142.95
CT47A10,69.42,72.79,63.99,73.71,130.96,119.21,137.1,121.43,127.08,202.81,152.84,155.69
OR2V1,40.16,56.97,41.72,47.12,112.63,129.76,99.28,95.95,122.7,175.46,130.61,106.15
POSTN,55.72,104.44,65.55,73.38,122.45,135.03,168.3,148.42,135.85,193.69,91.7,96.24
ARHGEF17,226.94,313.32,201.37,283.74,243.59,226.82,242.05,268.35,179.67,216.48,284.84,308.55
CA8,56.97,55.39,59.28,53.52,129.65,122.38,134.26,115.43,122.7,182.3,118.1,150.03
POU4F2,79.69,123.43,69,77.08,150.6,125.54,153.17,134.92,131.46,225.59,136.17,151.44
STAT5B,165.3,185.15,182.23,193.88,86.43,116.05,107.79,100.44,144.61,202.81,100.04,111.81
TSPAN4,141.02,183.56,190.39,190.51,100.18,109.72,124.81,113.94,113.94,207.36,98.65,90.58
METTL21A,170.28,189.89,192.58,176.37,261.27,256.35,265.69,289.34,232.25,166.35,220.92,249.1
ATG101,84.36,83.87,90.96,97.27,176.14,177.23,186.27,202.39,148.99,139,159.79,150.03
ITPR3,108.95,83.87,91.59,134.97,196.44,193.06,204.23,181.4,188.43,182.3,157.01,162.76
XPC,244.37,242.11,235.24,233.26,289.42,328.09,269.47,313.32,201.58,189.13,273.72,288.73
EYA1,66.62,74.37,60.85,69.34,130.31,121.32,130.48,152.91,179.67,175.46,148.67,114.64
RNF26,254.95,264.27,284.8,261.53,189.24,174.07,194.78,224.87,166.52,164.07,184.8,212.3
CLVS1,56.97,45.89,60.54,56.55,129.65,125.54,111.57,139.42,153.37,168.62,122.27,134.46
ZNF98,43.58,47.47,40.15,54.86,118.52,97.06,120.08,97.44,113.94,182.3,127.83,94.83
DLGAP3,83.12,90.2,92.84,83.47,155.19,141.36,145.61,140.92,135.85,227.87,157.01,165.6
TRIOBP,360.8,387.7,388.93,358.13,311.69,279.56,292.17,299.83,315.51,255.22,320.96,346.76
OR6K6,56.35,37.98,59.59,42.41,110.01,125.54,117.24,116.93,122.7,184.58,106.99,106.15
FAM151B,60.39,42.73,74.34,63.62,87.74,98.11,113.46,91.45,175.29,182.3,109.77,101.9
HIVEP1,56.97,44.31,65.87,64.63,113.28,108.66,120.08,128.93,100.79,202.81,109.77,118.89
HEATR5B,146.93,169.32,154.95,138.67,159.77,203.61,159.79,215.88,271.69,246.1,207.03,219.38
KRTAP21-1,53.54,56.97,57.71,59.58,108.7,113.94,122.92,134.92,118.32,198.25,123.66,107.57
TRIO,269.9,272.18,292.01,285.76,219.36,199.39,195.72,250.36,232.25,221.03,170.9,172.67
PPP3CB,316.9,308.58,313.66,272.97,239,251.08,258.13,275.84,236.64,170.9,222.31,237.78
VAV2,59.15,68.04,61.16,71.69,149.29,122.38,139.94,124.43,140.23,195.97,138.95,117.47
FARSA,310.68,311.74,329.02,363.52,247.51,264.79,310.13,301.33,311.13,232.43,372.37,336.85
STXBP1,110.2,110.77,109.15,159.88,159.77,157.19,174.92,155.91,210.34,248.38,202.86,157.1
HMMR,94.01,68.04,91.59,85.83,188.58,142.42,171.14,169.4,153.37,164.07,187.58,147.2
CYFIP2,113.62,71.21,76.53,132.28,108.04,128.7,100.23,143.92,170.9,230.15,130.61,123.14
PGPEP1,145.38,142.42,156.51,141.37,235.73,239.48,202.34,247.36,227.87,202.81,234.82,233.53
REPS2,64.13,66.46,60.22,66.98,144.06,138.2,124.81,119.93,166.52,182.3,127.83,142.95
MPV17L2,62.26,60.13,51.44,53.18,128.34,129.76,134.26,134.92,127.08,180.02,111.16,145.78
RNF152,57.9,33.23,49.24,54.86,113.28,120.27,120.08,92.95,109.55,184.58,127.83,104.74
BAIAP2,78.14,71.21,74.34,96.6,166.97,151.91,162.63,163.41,157.76,189.13,163.96,150.03
EPN3,46.07,28.48,47.68,54.86,114.59,113.94,101.17,91.45,96.41,184.58,102.82,116.06
KCNK12,61.33,61.72,62.73,57.22,103.46,112.88,104.95,98.94,148.99,205.08,108.38,106.15
OPN1MW,42.03,49.06,44.23,52.84,98.22,97.06,105.9,103.44,127.08,191.41,105.6,89.17
PIWIL1,46.69,56.97,52.07,44.77,85.12,128.7,125.75,122.93,109.55,186.85,105.6,101.9
HNF4A,54.48,60.13,57.4,58.57,159.12,146.64,137.1,112.44,140.23,164.07,130.61,123.14
PXMP2,118.29,115.52,116.37,121.17,201.02,197.28,176.81,202.39,219.11,218.76,133.39,148.61
CSTF2,255.58,229.45,254.37,240.32,265.19,350.25,275.15,338.81,297.98,252.94,314.02,342.51
FCGR1A,54.17,47.47,59.28,46.79,111.32,136.09,117.24,134.92,144.61,166.35,133.39,123.14
TP53INP2,73.47,75.96,64.93,76.41,130.31,156.13,121.03,104.94,210.34,145.84,137.56,128.8
DCUN1D5,229.74,232.62,224.58,218.78,298.59,290.11,294.06,263.85,162.14,195.97,230.65,199.56
GCN1,229.43,229.45,227.4,224.5,160.43,160.35,149.39,151.41,105.17,170.9,140.34,142.95
PPT2,298.22,292.75,304.56,286.77,229.84,235.26,225.03,227.87,205.96,184.58,264,309.96
ACADS,50.12,53.8,50.18,57.56,117.21,124.48,117.24,116.93,140.23,184.58,111.16,128.8
POTEG,46.69,52.22,52.69,53.18,136.2,137.14,114.41,110.94,140.23,148.12,152.84,133.04
BPIFA2,48.56,69.63,49.24,49.82,110.66,120.27,119.14,107.94,109.55,200.53,97.26,108.98
IKBKG,219.15,245.28,209.21,211.71,122.45,138.2,135.21,140.92,201.58,200.53,136.17,147.2
PGGT1B,128.57,140.84,130.17,126.89,237.04,171.96,225.98,160.41,192.81,236.99,213.98,186.83
PWWP3A,130.75,129.76,133.62,136.99,205.61,231.04,218.42,236.87,175.29,218.76,183.41,222.21
SUN1,284.22,406.69,324.63,334.57,366.69,303.83,324.31,325.32,306.75,289.4,416.84,353.84
HBZ,62.57,60.13,68.06,69.34,121.14,86.51,126.7,107.94,122.7,205.08,143.11,133.04
CXorf66,51.36,60.13,55.2,54.86,108.7,107.61,116.3,145.42,148.99,182.3,109.77,123.14
SPG7,202.97,226.29,187.25,198.59,296.62,228.93,284.6,242.86,280.46,248.38,308.46,298.64
ZNF709,128.26,109.19,123.89,146.08,193.17,198.33,173.98,187.39,249.78,223.31,207.03,179.75
CHEK2,104.29,136.09,98.8,114.78,172.21,200.44,165.47,224.87,219.11,180.02,141.72,144.37
SLC31A2,48.56,55.39,52.07,59.24,97.57,103.39,115.35,124.43,162.14,177.74,125.05,101.9
C16orf95,81.25,68.04,69.95,72.03,149.29,150.86,162.63,145.42,118.32,200.53,136.17,127.38
ZNF483,84.67,82.29,73.08,84.15,108.7,133.98,133.32,134.92,148.99,230.15,132,124.55
CLEC4M,51.05,53.8,52.38,56.55,133.58,137.14,144.66,130.43,162.14,127.61,138.95,128.8
ZNF781,68.8,69.63,75.28,78.09,121.79,161.41,124.81,125.93,140.23,211.92,111.16,96.24
MRFAP1L1,276.12,193.06,274.14,268.93,214.77,224.71,183.43,211.38,127.08,207.36,208.42,195.32
TCF19,193.94,156.66,207.64,198.59,124.41,118.16,111.57,115.43,83.26,198.25,129.22,120.3
CAPN8,44.83,39.56,53.95,56.21,113.94,124.48,104.01,115.43,113.94,189.13,91.7,110.4
ABCF2,351.46,341.81,320.56,336.59,307.76,275.34,303.51,337.31,289.22,214.2,234.82,304.3
ZMYND11,258.69,237.37,249.36,213.4,218.05,224.71,206.12,271.35,157.76,200.53,136.17,155.69
RNF126,145.38,140.84,148.67,160.22,214.77,246.86,225.98,256.35,210.34,221.03,179.24,244.85
MYOD1,39.22,45.89,56.46,58.57,112.63,110.77,94.55,103.44,135.85,191.41,95.87,100.49
FGF19,54.17,55.39,69.63,61.26,121.79,110.77,124.81,127.43,166.52,177.74,143.11,128.8
HHIP,58.21,60.13,42.66,73.71,122.45,101.28,85.1,107.94,179.67,173.18,90.31,90.58
ATP13A1,193.32,269.01,207.64,187.48,276.98,299.61,260.96,260.85,170.9,207.36,188.97,216.55
GTF2F1,250.91,254.77,270.37,285.43,185.96,196.22,181.54,169.4,245.4,164.07,205.64,256.18
CNGA2,65.37,64.88,60.22,67.65,124.41,121.32,133.32,145.42,162.14,186.85,108.38,145.78
CA11,112.38,194.64,117.62,140.36,214.77,207.83,183.43,232.37,201.58,205.08,233.43,225.04
ABRACL,141.64,123.43,152.75,158.53,242.28,214.16,250.56,202.39,223.49,211.92,150.06,164.18
TP53TG3B,56.35,44.31,63.67,61.6,105.42,121.32,124.81,89.95,140.23,195.97,111.16,108.98
MYO6,46.69,52.22,55.52,42.75,98.87,113.94,95.5,76.46,148.99,184.58,90.31,92
SMIM12,87.79,94.95,81.24,90.21,153.88,139.25,175.87,154.41,127.08,225.59,140.34,158.52
PAK1,164.05,123.43,133.3,167.62,146.02,122.38,143.72,127.43,236.64,234.71,116.71,111.81
NOTCH4,80,79.12,81.86,93.24,166.97,168.79,178.7,170.9,113.94,191.41,145.89,148.61
NXN,101.79,106.02,79.04,152.81,132.92,149.8,137.1,143.92,214.72,177.74,200.08,202.39
OPN1MW3,39.85,44.31,55.83,54.86,96.26,119.21,90.77,107.94,127.08,191.41,106.99,100.49
CENPBD1,56.97,63.3,53.01,57.56,109.35,107.61,132.37,104.94,74.5,205.08,97.26,90.58
RORA,57.59,47.47,47.68,52.84,101.49,113.94,100.23,97.44,162.14,180.02,84.76,104.74
TFB2M,103.35,96.53,98.49,98.28,175.49,198.33,180.59,185.89,175.29,207.36,151.45,176.92
DSCAM,70.35,64.88,68.06,68.33,141.44,119.21,140.88,149.92,131.46,191.41,154.23,151.44
MARS2,65.37,61.72,71.51,72.03,115.9,143.47,127.65,140.92,197.2,152.67,136.17,145.78
NMU,54.79,37.98,53.64,50.82,104.11,82.29,97.39,100.44,144.61,189.13,94.48,97.66
GPSM3,142.57,123.43,168.43,138.67,81.2,74.9,82.26,85.45,105.17,221.03,104.21,117.47
RTCA,154.09,147.17,150.24,123.19,210.19,265.85,204.23,254.86,175.29,177.74,195.91,185.41
OR5D16,52.3,85.45,52.38,54.86,110.66,122.38,113.46,91.45,157.76,193.69,119.49,90.58
LMO1,143.51,175.65,124.21,161.9,220.01,259.52,240.16,230.87,197.2,180.02,245.93,209.47
PF4,98.06,101.28,98.8,105.69,182.03,179.34,195.72,169.4,205.96,186.85,184.8,182.58
REXO5,91.21,90.2,79.98,79.77,138.82,110.77,150.34,118.43,192.81,209.64,150.06,147.2
C5orf34,81.87,63.3,95.66,96.94,132.27,123.43,156.01,160.41,179.67,200.53,161.18,165.6
NSD1,183.98,205.72,187.57,194.55,140.78,101.28,135.21,106.44,92.02,136.72,93.09,101.9
AMT,48.87,60.13,51.75,58.9,108.04,101.28,99.28,95.95,148.99,195.97,113.94,93.41
SCUBE2,59.77,61.72,55.52,61.6,125.72,125.54,124.81,134.92,118.32,195.97,130.61,137.29
PHLDA2,57.59,64.88,65.24,60.25,111.97,132.92,151.28,130.43,179.67,164.07,98.65,128.8
ZDHHC19,56.66,56.97,62.42,58.9,89.71,105.5,87.93,121.43,122.7,209.64,106.99,99.07
TTC16,44.52,39.56,51.44,49.48,92.33,94.95,97.39,131.93,122.7,166.35,125.05,144.37
HEBP2,163.12,125.01,136.44,159.21,73.34,114.99,87.93,109.44,92.02,209.64,76.42,70.77
RALA,172.46,194.64,174.39,200.61,261.92,295.39,271.36,284.84,219.11,239.26,270.94,233.53
MYO1B,127.32,134.51,141.77,137.33,96.26,103.39,90.77,95.95,205.96,214.2,84.76,107.57
CDH1,56.66,52.22,59.91,50.82,126.38,140.31,141.83,100.44,144.61,159.51,123.66,152.86
MYOCD,51.68,41.14,47.05,44.09,112.63,112.88,119.14,110.94,109.55,177.74,134.78,117.47
ATXN7L2,111.76,85.45,107.58,118.48,184.65,198.33,172.09,175.4,184.05,218.76,195.91,164.18
P2RX2,52.3,42.73,43.28,50.15,122.45,112.88,131.43,127.43,131.46,161.79,137.56,118.89
C3orf62,58.21,64.88,49.24,50.82,122.45,120.27,133.32,124.43,122.7,195.97,108.38,104.74
SCYL2,302.27,343.39,313.34,302.59,228.53,250.02,230.71,248.86,319.9,205.08,270.94,260.42
DCAF12L2,90.9,74.37,72.14,88.19,135.54,133.98,120.08,131.93,140.23,230.15,148.67,138.7
MAP7,54.17,56.97,50.81,50.15,127.69,125.54,115.35,125.93,162.14,168.62,123.66,120.3
OR2L13,43.27,31.65,54.58,56.88,93.64,102.33,114.41,109.44,118.32,191.41,87.54,96.24
SERPINB3,51.68,55.39,53.01,50.15,109.35,91.78,115.35,103.44,144.61,191.41,116.71,111.81
NDRG3,141.02,134.51,148.36,176.71,199.71,192,173.98,170.9,192.81,300.79,195.91,172.67
NegProbe-WTX,30.98,25.73,31.52,31.16,87.28,95.04,93.62,90.34,104.06,174.82,85.44,80.86
MTR,185.85,151.91,162.16,150.46,79.89,88.62,83.21,79.45,92.02,180.02,93.09,82.09
AMER1,91.21,101.28,83.12,95.93,130.31,137.14,140.88,161.91,166.52,227.87,183.41,155.69
ETFBKMT,48.56,39.56,47.05,52.51,91.02,93.89,90.77,86.95,109.55,200.53,101.43,87.75
ARID3A,50.74,45.89,50.5,40.39,96.26,107.61,84.15,89.95,113.94,198.25,95.87,86.34
MGAT4B,227.87,237.37,250.92,235.95,172.21,160.35,156.01,112.44,166.52,214.2,194.52,155.69
OR7G3,36.73,41.14,40.15,37.36,104.77,122.38,106.84,113.94,113.94,154.95,106.99,141.53
PPP1R14D,45.76,53.8,40.78,43.08,95.6,121.32,87.93,77.96,153.37,168.62,69.47,113.23
NCOA5,325.31,314.9,332.47,302.26,396.81,390.33,353.63,415.26,284.84,325.86,284.84,338.27
PRRT2,118.6,96.53,129.85,190.17,208.23,195.17,218.42,188.89,175.29,223.31,188.97,227.87
BCAR1,103.35,107.61,110.41,89.2,172.87,175.12,175.87,194.89,170.9,227.87,176.46,169.84
PALM3,56.97,58.55,52.07,97.61,135.54,148.75,144.66,157.41,70.11,166.35,133.39,130.21
CD68,49.81,34.81,52.69,54.19,96.91,103.39,95.5,94.45,78.88,193.69,111.16,125.97
SGIP1,33,71.21,31.68,39.04,84.47,77.01,104.95,100.44,96.41,191.41,69.47,92
PLPP1,82.18,77.54,76.22,75.06,135.54,121.32,156.96,145.42,188.43,177.74,166.73,164.18
ESPN,66.93,68.04,71.83,60.59,130.96,111.83,108.74,136.42,197.2,166.35,125.05,140.12
CA3,49.5,56.97,53.64,49.48,113.28,132.92,95.5,116.93,105.17,195.97,113.94,111.81
NRARP,81.56,79.12,86.88,65.3,129.65,154.02,139.94,139.42,122.7,200.53,170.9,172.67
PRODH2,59.15,56.97,66.18,65.3,113.94,127.65,120.08,133.42,166.52,184.58,138.95,133.04
HAPLN2,72.84,56.97,69.63,85.49,125.07,145.58,130.48,119.93,184.05,189.13,132,142.95
APOF,56.66,41.14,53.95,53.52,93.64,149.8,119.14,112.44,122.7,170.9,140.34,123.14
ITGAX,62.26,52.22,66.81,61.26,114.59,120.27,118.19,101.94,148.99,191.41,148.67,83.51
DNAJB1,101.48,96.53,92.21,108.38,185.96,160.35,177.76,193.39,205.96,193.69,148.67,182.58
EIF2B4,309.74,373.45,322.44,289.13,296.62,275.34,284.6,304.33,236.64,198.25,298.73,294.39
RNF145,133.86,110.77,112.29,185.46,219.36,147.69,199.51,133.42,140.23,182.3,225.09,222.21
TAMALIN,54.17,74.37,58.34,67.32,126.38,129.76,160.74,131.93,105.17,195.97,113.94,127.38
MYO7A,59.15,85.45,63.67,67.65,121.14,104.44,134.26,140.92,188.43,180.02,140.34,117.47
MANSC4,45.14,42.73,47.99,52.51,114.59,121.32,124.81,115.43,96.41,180.02,133.39,104.74
